,name,gross,runtime,budget,score,genre,votes,year,director,rating,released,star,writer,company,gross_bin,month,isweekend
406,The White Balloon,474047,85,150000,7.8,Drama,5258,1995,Jafar Panahi,NIL,11/27/1995,Aida Mohammadkhani,Abbas Kiarostami,Ferdos Films,1,11,0
410,Kids,7417210,91,1500000,7.0,Drama,63097,1995,Larry Clark,NIL,9/1/1995,Leo Fitzpatrick,Harmony Korine,Guys Upstairs,2,9,0
412,Before the Rain,763847,113,1900000,8.1,Drama,11967,1995,Milcho Manchevski,NIL,2/24/1995,Katrin Cartlidge,Milcho Manchevski,Aim,1,2,0
419,Spanking the Monkey,1359736,100,200000,6.3,Comedy,5363,1994,David O. Russell,NIL,7/15/1994,Jeremy Davies,David O. Russell,Buckeye Films,2,7,0
428,Claire of the Moon,799674,107,130000,4.9,Drama,843,1993,Nicole Conn,NIL,10/21/1993,Trisha Todd,Nicole Conn,Demi-Monde Productions,1,10,0
432,Sankofa,2691899,100,1000000,7.1,Drama,456,1993,Haile Gerima,NIL,5/28/1993,Kofi Ghanaba,Haile Gerima,Channel Four Films,2,5,0
440,Swoon,340147,93,250000,6.8,Crime,1365,1992,Tom Kalin,NIL,9/25/1992,Daniel Schlachet,Tom Kalin,American Playhouse,1,9,0
441,The Living End,692585,81,22769,6.5,Comedy,2140,1992,Gregg Araki,NIL,8/21/1992,Mike Dytri,Gregg Araki,Desperate Pictures,1,8,0
451,Henry: Portrait of a Serial Killer,609939,83,111000,7.0,Biography,25367,1990,John McNaughton,NIL,9/7/1990,Michael Rooker,Richard Fire,Maljack Productions,1,9,0
468,The Texas Chainsaw Massacre 2,8025872,89,4700000,5.6,Comedy,21253,1986,Tobe Hooper,NIL,8/22/1986,Dennis Hopper,L.M. Kit Carson,The Cannon Group,2,8,0
471,Leap!,12760985,89,30000000,6.8,Animation,9517,2017,Eric Summer,PG,8/25/2017,Elle Fanning,Eric Summer,Quad Productions,3,8,0
472,Paris Can Wait,5300675,92,5000000,5.8,Comedy,2629,2017,Eleanor Coppola,PG,8/3/2017,Diane Lane,Eleanor Coppola,Lifetime Films,2,8,0
475,Monster Trucks,33370166,104,125000000,5.7,Action,9244,2017,Chris Wedge,PG,1/13/2017,Lucas Till,Derek Connolly,Disruption Entertainment,3,1,0
476,Hidden Figures,169380936,127,25000000,7.8,Biography,121818,2017,Theodore Melfi,PG,1/6/2017,Taraji P. Henson,Allison Schroeder,Levantine Films,4,1,0
477,Sing,270329045,108,75000000,7.1,Animation,81466,2016,Garth Jennings,PG,12/21/2016,Matthew McConaughey,Garth Jennings,Dentsu,4,12,0
478,Moana,248757044,107,150000000,7.6,Animation,157290,2016,Ron Clements,PG,11/23/2016,Auli'i Cravalho,Jared Bush,The Walt Disney Company,4,11,0
479,Trolls,153707064,92,125000000,6.5,Animation,49423,2016,Mike Mitchell,PG,11/4/2016,Anna Kendrick,Jonathan Aibel,DreamWorks,4,11,0
480,Middle School: The Worst Years of My Life,19985196,92,8500000,6.1,Animation,4556,2016,Steve Carr,PG,10/7/2016,Griffin Gluck,Chris Bowman,CBS Films,3,10,0
481,Storks,72655779,87,70000000,6.8,Animation,40740,2016,Nicholas Stoller,PG,9/23/2016,Andy Samberg,Nicholas Stoller,RatPac-Dune Entertainment,3,9,0
482,Kubo and the Two Strings,48023088,101,60000000,7.8,Animation,82575,2016,Travis Knight,PG,8/19/2016,Charlize Theron,Marc Haimes,Laika Entertainment,3,8,0
483,Pete's Dragon,76204454,102,65000000,6.7,Action,41083,2016,David Lowery,PG,8/12/2016,Bryce Dallas Howard,David Lowery,The Walt Disney Company,3,8,0
484,El principito,1339152,108,81200000,7.8,Animation,41751,2016,Mark Osborne,PG,8/5/2016,Jeff Bridges,Irena Brignull,Onyx Films,2,8,0
485,Mi pap� es un gato,19637449,87,30000000,5.3,Comedy,14360,2016,Barry Sonnenfeld,PG,8/5/2016,Kevin Spacey,Gwyn Lurie,EuropaCorp,3,8,0
486,Ice Age: Collision Course,64063008,94,105000000,5.7,Animation,38556,2016,Mike Thurmeier,PG,7/22/2016,Ray Romano,Michael J. Wilson,Blue Sky Studios,3,7,0
487,La vida secreta de tus mascotas,368384330,87,75000000,6.6,Animation,133755,2016,Chris Renaud,PG,7/8/2016,Louis C.K.,Cinco Paul,Universal Pictures,4,7,0
488,The BFG,55483770,117,140000000,6.4,Adventure,56297,2016,Steven Spielberg,PG,7/1/2016,Mark Rylance,Melissa Mathison,The Walt Disney Company,3,7,0
489,Finding Dory,486295561,97,200000000,7.4,Animation,173005,2016,Andrew Stanton,PG,6/17/2016,Ellen DeGeneres,Andrew Stanton,Pixar Animation Studios,4,6,0
490,Love & Friendship,14013564,90,3000000,6.5,Comedy,17862,2016,Whit Stillman,PG,6/3/2016,Kate Beckinsale,Whit Stillman,Westerly Films,3,6,0
491,Alice Through the Looking Glass,77042381,113,170000000,6.2,Adventure,62895,2016,James Bobin,PG,5/27/2016,Mia Wasikowska,Linda Woolverton,The Walt Disney Company,3,5,0
492,The Angry Birds Movie,107509366,97,73000000,6.3,Animation,59472,2016,Clay Kaytis,PG,5/20/2016,Jason Sudeikis,Jon Vitti,Columbia Pictures,4,5,0
493,The Jungle Book,364001123,106,175000000,7.5,Adventure,209062,2016,Jon Favreau,PG,4/15/2016,Neel Sethi,Justin Marks,Fairview Entertainment,4,4,0
494,Miracles from Heaven,61693523,109,13000000,7.0,Biography,13373,2016,Patricia Riggen,PG,3/16/2016,Jennifer Garner,Christy Beam,Columbia Pictures,3,3,0
495,Zootopia,341268248,108,150000000,8.0,Animation,317549,2016,Byron Howard,PG,3/4/2016,Ginnifer Goodwin,Byron Howard,The Walt Disney Company,4,3,0
497,Kung Fu Panda 3,143528619,95,145000000,7.1,Animation,95310,2016,Alessandro Carloni,PG,1/29/2016,Jack Black,Jonathan Aibel,China Film Group Corporation,4,1,0
499,Alvin and the Chipmunks: The Road Chip,85886987,100,90000000,5.1,Animation,12069,2015,Walt Becker,PG,12/18/2015,Jason Lee,Ross Bagdasarian,Fox 2000 Pictures,3,12,0
500,The Good Dinosaur,123087120,93,200000000,6.7,Animation,80711,2015,Peter Sohn,PG,11/25/2015,Jeffrey Wright,Bob Peterson,Pixar Animation Studios,4,11,0
501,Jem and the Holograms,2184640,118,5000000,4.1,Adventure,5640,2015,Jon M. Chu,PG,10/23/2015,Aubrey Peeples,Ryan Landels,Allspark Pictures,2,10,0
502,Goosebumps,80080379,103,58000000,6.3,Adventure,59906,2015,Rob Letterman,PG,10/16/2015,Jack Black,Darren Lemke,Columbia Pictures,3,10,0
503,Pan,35088320,111,150000000,5.8,Adventure,49650,2015,Joe Wright,PG,10/9/2015,Levi Miller,Jason Fuchs,Warner Bros.,3,10,0
504,The Walk,10137502,123,35000000,7.3,Adventure,97203,2015,Robert Zemeckis,PG,10/9/2015,Joseph Gordon-Levitt,Robert Zemeckis,Sony Pictures,3,10,0
505,Hotel Transylvania 2,169700110,89,80000000,6.7,Animation,73328,2015,Genndy Tartakovsky,PG,9/25/2015,Adam Sandler,Robert Smigel,Columbia Pictures,4,9,0
506,War Room,67790117,120,3000000,6.4,Drama,10268,2015,Alex Kendrick,PG,8/28/2015,Priscilla C. Shirer,Alex Kendrick,FaithStep Films,3,8,0
507,Shaun the Sheep Movie,19375982,85,25000000,7.4,Animation,28138,2015,Mark Burton,PG,8/5/2015,Justin Fletcher,Mark Burton,StudioCanal,3,8,0
508,Mr. Holmes,17737646,104,10000000,6.9,Drama,51307,2015,Bill Condon,PG,7/24/2015,Ian McKellen,Mitch Cullin,Miramax,3,7,0
509,Minions,336045770,91,74000000,6.4,Animation,169228,2015,Kyle Balda,PG,7/10/2015,Sandra Bullock,Brian Lynch,Illumination Entertainment,4,7,0
510,Max,42652003,111,20000000,6.8,Adventure,22181,2015,Boaz Yakin,PG,6/26/2015,Thomas Haden Church,Boaz Yakin,Metro-Goldwyn-Mayer (MGM),3,6,0
511,Inside Out,356461711,95,175000000,8.2,Animation,439792,2015,Pete Docter,PG,6/19/2015,Amy Poehler,Pete Docter,Pixar Animation Studios,4,6,0
512,Tomorrowland,93436322,130,190000000,6.5,Action,147385,2015,Brad Bird,PG,5/22/2015,George Clooney,Damon Lindelof,The Walt Disney Company,3,5,0
513,Paul Blart: Mall Cop 2,71038190,94,30000000,4.4,Action,27268,2015,Andy Fickman,PG,4/17/2015,Kevin James,Kevin James,Columbia Pictures,3,4,0
514,Home,177397510,94,135000000,6.7,Animation,79374,2015,Tim Johnson,PG,3/27/2015,Jim Parsons,Tom J. Astle,DreamWorks,4,3,0
515,Cinderella,201151353,105,95000000,7.0,Drama,121576,2015,Kenneth Branagh,PG,3/13/2015,Lily James,Chris Weitz,Allison Shearmur Productions,4,3,0
516,The Second Best Exotic Marigold Hotel,33078266,122,10000000,6.6,Comedy,25886,2015,John Madden,PG,3/6/2015,Judi Dench,Ol Parker,Babieka,3,3,0
517,"McFarland, USA",44469602,129,17000000,7.4,Biography,27814,2015,Niki Caro,PG,2/20/2015,Kevin Costner,Christopher Cleveland,Mayhem Pictures,3,2,0
518,The SpongeBob Movie: Sponge Out of Water,162994032,92,74000000,6.0,Animation,38659,2015,Paul Tibbitt,PG,2/6/2015,Tom Kenny,Glenn Berger,Paramount Pictures,4,2,0
520,Paddington,76223578,95,55000000,7.2,Animation,56480,2015,Paul King,PG,1/16/2015,Hugh Bonneville,Paul King,StudioCanal,3,1,0
521,Into the Woods,128002372,125,50000000,6.0,Adventure,112609,2014,Rob Marshall,PG,12/25/2014,Anna Kendrick,James Lapine,Lucamar Productions,4,12,0
522,Annie,85911262,118,65000000,5.3,Comedy,28204,2014,Will Gluck,PG,12/19/2014,Quvenzhan� Wallis,Will Gluck,Marcy Media,3,12,0
523,Night at the Museum: Secret of the Tomb,113746621,98,127000000,6.2,Adventure,78239,2014,Shawn Levy,PG,12/19/2014,Ben Stiller,David Guion,Twentieth Century Fox Film Corporation,4,12,0
525,Penguins of Madagascar,83348920,92,132000000,6.7,Animation,66287,2014,Eric Darnell,PG,11/26/2014,Tom McGrath,Michael Colton,DreamWorks,3,11,0
526,Saving Christmas,2783970,79,500000,1.5,Comedy,13059,2014,Darren Doane,PG,11/14/2014,Kirk Cameron,Darren Doane,Camfam Studios,2,11,0
527,Big Hero 6,222527828,102,165000000,7.8,Animation,320396,2014,Don Hall,PG,11/7/2014,Ryan Potter,Jordan Roberts,FortyFour Studios,4,11,0
528,The Book of Life,50151543,95,50000000,7.3,Animation,51976,2014,Jorge R. Guti�rrez,PG,10/17/2014,Diego Luna,Jorge R. Guti�rrez,Reel FX Creative Studios,3,10,0
529,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",66954149,81,28000000,6.2,Comedy,33226,2014,Miguel Arteta,PG,10/10/2014,Steve Carell,Rob Lieber,The Walt Disney Company,3,10,0
530,The Boxtrolls,50837305,96,60000000,6.8,Animation,46486,2014,Graham Annable,PG,9/26/2014,Ben Kingsley,Irena Brignull,Laika Entertainment,3,9,0
531,When the Game Stands Tall,30127963,115,15000000,6.7,Drama,13653,2014,Thomas Carter,PG,8/22/2014,Jim Caviezel,Scott Marshall Smith,Affirm Films,3,8,0
532,The Hundred-Foot Journey,54240821,122,22000000,7.3,Comedy,61319,2014,Lasse Hallstr�m,PG,8/8/2014,Helen Mirren,Steven Knight,Amblin Entertainment,3,8,0
533,Earth to Echo,38916903,91,13000000,5.8,Adventure,16757,2014,Dave Green,PG,7/2/2014,Teo Halm,Henry Gayden,Relativity Media,3,7,0
534,Belle,10726630,100,10900000,7.4,Biography,23053,2014,Amma Asante,PG,6/13/2014,Gugu Mbatha-Raw,Misan Sagay,DJ Films,3,6,0
535,How to Train Your Dragon 2,177002924,102,145000000,7.8,Animation,243596,2014,Dean DeBlois,PG,6/13/2014,Jay Baruchel,Dean DeBlois,DreamWorks,4,6,0
536,Maleficent,241410378,97,180000000,7.0,Action,275137,2014,Robert Stromberg,PG,5/30/2014,Angelina Jolie,Linda Woolverton,Roth Films,4,5,0
537,Million Dollar Arm,36447959,124,25000000,7.0,Biography,38459,2014,Craig Gillespie,PG,5/16/2014,Jon Hamm,Tom McCarthy,The Walt Disney Company,3,5,0
538,Moms' Night Out,10429707,98,5000000,5.4,Comedy,11445,2014,Andrew Erwin,PG,5/9/2014,Sarah Drew,Jon Erwin,Affirm Films,3,5,0
540,Heaven Is for Real,91443253,99,12000000,5.8,Biography,22482,2014,Randall Wallace,PG,4/16/2014,Greg Kinnear,Randall Wallace,TriStar Pictures,3,4,0
541,God's Not Dead,60755732,100,2000000,4.8,Drama,34760,2014,Harold Cronk,PG,3/21/2014,Shane Harper,Hunter Dennis,Pure Flix Productions,3,3,0
542,Muppets Most Wanted,51183113,107,50000000,6.4,Adventure,26380,2014,James Bobin,PG,3/21/2014,Ricky Gervais,James Bobin,The Walt Disney Company,3,3,0
543,Mr. Peabody & Sherman,111506430,92,145000000,6.8,Animation,52421,2014,Rob Minkoff,PG,3/7/2014,Ty Burrell,Jay Ward,Bullwinkle Studios,4,3,0
544,The Lego Movie,257760692,100,60000000,7.8,Animation,274608,2014,Phil Lord,PG,2/7/2014,Chris Pratt,Phil Lord,Warner Bros.,4,2,0
545,Locos por las nueces,64251541,85,42000000,5.8,Animation,21922,2014,Peter Lepeniotis,PG,1/17/2014,Will Arnett,Lorne Cameron,Gulfstream Pictures,3,1,0
546,The Secret Life of Walter Mitty,58236838,114,90000000,7.3,Adventure,255109,2013,Ben Stiller,PG,12/25/2013,Ben Stiller,Steve Conrad,Twentieth Century Fox Film Corporation,3,12,0
547,Frozen,400738009,102,150000000,7.5,Animation,464149,2013,Chris Buck,PG,11/27/2013,Kristen Bell,Jennifer Lee,The Walt Disney Company,4,11,0
549,Cloudy with a Chance of Meatballs 2,119793567,95,78000000,6.4,Animation,71615,2013,Cody Cameron,PG,9/27/2013,Bill Hader,Erica Rivinoja,Columbia Pictures,4,9,0
550,The Lunchbox,4231500,104,1000000,7.8,Drama,36929,2013,Ritesh Batra,PG,9/20/2013,Irrfan Khan,Ritesh Batra,Sikhya Entertainment,2,9,0
551,Planes,90288712,91,50000000,5.8,Animation,37338,2013,Klay Hall,PG,8/9/2013,Carlos Alazraqui,John Lasseter,Prana Studios,3,8,0
552,Percy Jackson: Sea of Monsters,68559554,106,90000000,5.9,Adventure,93908,2013,Thor Freudenthal,PG,8/7/2013,Logan Lerman,Marc Guggenheim,Fox 2000 Pictures,3,8,0
553,The Smurfs 2,71017784,105,105000000,5.4,Animation,30631,2013,Raja Gosnell,PG,7/31/2013,Neil Patrick Harris,J. David Stem,Columbia Pictures,3,7,0
554,Turbo,83028128,96,135000000,6.5,Animation,67648,2013,David Soren,PG,7/17/2013,Ryan Reynolds,Darren Lemke,DreamWorks,3,7,0
555,Despicable Me 2,368061265,98,76000000,7.4,Animation,314045,2013,Pierre Coffin,PG,7/3/2013,Steve Carell,Cinco Paul,Universal Pictures,4,7,0
556,Epic,107518682,102,100000000,6.7,Animation,90501,2013,Chris Wedge,PG,5/24/2013,Amanda Seyfried,James V. Hart,Twentieth Century Fox Film Corporation,4,5,0
557,The Croods,187168425,98,135000000,7.2,Animation,163313,2013,Kirk De Micco,PG,3/22/2013,Nicolas Cage,Chris Sanders,DreamWorks,4,3,0
558,Oz the Great and Powerful,234911825,130,215000000,6.3,Adventure,183680,2013,Sam Raimi,PG,3/8/2013,James Franco,Mitchell Kapner,The Walt Disney Company,4,3,0
559,Parental Guidance,77267296,105,25000000,6.1,Comedy,22401,2012,Andy Fickman,PG,12/25/2012,Billy Crystal,Lisa Addario,Twentieth Century Fox Film Corporation,3,12,0
560,Life of Pi,124987023,127,120000000,7.9,Adventure,482766,2012,Ang Lee,PG,11/21/2012,Suraj Sharma,Yann Martel,Fox 2000 Pictures,4,11,0
561,Rise of the Guardians,103412758,97,145000000,7.3,Animation,133291,2012,Peter Ramsey,PG,11/21/2012,Hugh Jackman,David Lindsay-Abaire,DreamWorks,4,11,0
562,Wreck-It Ralph,189422889,101,165000000,7.7,Animation,298207,2012,Rich Moore,PG,11/2/2012,John C. Reilly,Rich Moore,The Walt Disney Company,4,11,0
563,Chasing Mavericks,6002756,100,20000000,7.2,Biography,27057,2012,Michael Apted,PG,10/26/2012,Jonny Weston,Kario Salem,Fox 2000 Pictures,2,10,0
564,Here Comes the Boom,45290318,105,42000000,6.4,Action,77895,2012,Frank Coraci,PG,10/12/2012,Kevin James,Allan Loeb,Columbia Pictures,3,10,0
565,Frankenweenie,35291068,87,39000000,7.0,Animation,81006,2012,Tim Burton,PG,10/5/2012,Winona Ryder,Leonard Ripps,The Walt Disney Company,3,10,0
566,Hotel Transylvania,148313048,91,85000000,7.1,Animation,180944,2012,Genndy Tartakovsky,PG,9/28/2012,Adam Sandler,Peter Baynham,Columbia Pictures,4,9,0
567,ParaNorman,56003051,92,60000000,7.0,Animation,79594,2012,Chris Butler,PG,8/17/2012,Kodi Smit-McPhee,Chris Butler,Focus Features,3,8,0
568,The Odd Life of Timothy Green,51853450,105,25000000,6.6,Comedy,40006,2012,Peter Hedges,PG,8/15/2012,Jennifer Garner,Peter Hedges,Monsterfoot Productions,3,8,0
569,Diary of a Wimpy Kid: Dog Days,49008662,94,22000000,6.3,Comedy,17568,2012,David Bowers,PG,8/3/2012,Zachary Gordon,Maya Forbes,Fox 2000 Pictures,3,8,0
570,Ice Age: Continental Drift,161321843,88,95000000,6.6,Animation,158545,2012,Steve Martino,PG,7/13/2012,Ray Romano,Michael Berg,Blue Sky Studios,4,7,0
572,Brave,237283207,93,185000000,7.2,Animation,302017,2012,Mark Andrews,PG,6/22/2012,Kelly Macdonald,Brenda Chapman,The Walt Disney Company,4,6,0
573,Madagascar 3: Europe's Most Wanted,216391482,100,145000000,6.9,Animation,130435,2012,Eric Darnell,PG,6/8/2012,Ben Stiller,Eric Darnell,DreamWorks,4,6,0
574,The Pirates! Band of Misfits,31051126,88,55000000,6.7,Animation,38842,2012,Peter Lord,PG,4/27/2012,Hugh Grant,Gideon Defoe,Columbia Pictures,3,4,0
576,Mirror Mirror,64935167,106,85000000,5.6,Adventure,74728,2012,Tarsem Singh,PG,3/30/2012,Lily Collins,Marc Klein,Relativity Media,3,3,0
578,The Lorax,214030500,86,70000000,6.4,Animation,83314,2012,Chris Renaud,PG,3/2/2012,Zac Efron,Dr. Seuss,Universal Pictures,4,3,0
579,Journey 2: The Mysterious Island,103860290,94,79000000,5.8,Action,73718,2012,Brad Peyton,PG,2/10/2012,Josh Hutcherson,Brian Gunn,New Line Cinema,4,2,0
580,Big Miracle,20113965,107,40000000,6.5,Biography,16132,2012,Ken Kwapis,PG,2/3/2012,Drew Barrymore,Jack Amiel,Universal Pictures,3,2,0
581,We Bought a Zoo,75624550,124,50000000,7.1,Comedy,118916,2011,Cameron Crowe,PG,12/23/2011,Matt Damon,Aline Brosh McKenna,Twentieth Century Fox Film Corporation,3,12,0
582,The Adventures of Tintin,77591831,107,135000000,7.4,Animation,188070,2011,Steven Spielberg,PG,12/21/2011,Jamie Bell,Herg�,Columbia Pictures,3,12,0
583,Hugo,73864507,126,150000000,7.5,Adventure,264187,2011,Martin Scorsese,PG,11/23/2011,Asa Butterfield,John Logan,Paramount Pictures,3,11,0
584,The Muppets,88631237,100,45000000,7.1,Adventure,78440,2011,James Bobin,PG,11/23/2011,Amy Adams,Jason Segel,The Walt Disney Company,3,11,0
585,Happy Feet Two,64006466,100,135000000,5.9,Animation,34974,2011,George Miller,PG,11/18/2011,Elijah Wood,George Miller,Warner Bros.,3,11,0
586,Jack and Jill,74158157,91,79000000,3.4,Comedy,65046,2011,Dennis Dugan,PG,11/11/2011,Adam Sandler,Steve Koren,Columbia Pictures,3,11,0
587,Puss in Boots,149260504,90,130000000,6.7,Animation,122582,2011,Chris Miller,PG,10/28/2011,Antonio Banderas,Tom Wheeler,DreamWorks,4,10,0
588,Johnny English Reborn,8305970,101,45000000,6.3,Action,95736,2011,Oliver Parker,PG,10/21/2011,Rowan Atkinson,Hamish McColl,Universal Pictures,2,10,0
589,The Big Year,7204138,100,41000000,6.2,Comedy,36943,2011,David Frankel,PG,10/14/2011,Owen Wilson,Howard Franklin,Fox 2000 Pictures,2,10,0
590,Dolphin Tale,72286779,113,37000000,6.9,Drama,19114,2011,Charles Martin Smith,PG,9/23/2011,Morgan Freeman,Karen Janszen,Alcon Entertainment,3,9,0
591,Spy Kids 4: All the Time in the World,38538188,100,27000000,3.6,Action,17340,2011,Robert Rodriguez,PG,8/19/2011,Jessica Alba,Robert Rodriguez,Dimension Films,3,8,0
592,The Smurfs,142614158,100,110000000,5.5,Animation,71925,2011,Raja Gosnell,PG,7/29/2011,Hank Azaria,J. David Stem,Columbia Pictures,4,7,0
593,From Up on Poppy Hill,1002895,91,22000000,7.5,Animation,22336,2011,Gor� Miyazaki,PG,7/16/2011,Sarah Bolger,Tetsur� Sayama,Studio Ghibli,2,7,1
594,Zookeeper,80360843,100,80000000,5.2,Comedy,48201,2011,Frank Coraci,PG,7/8/2011,Kevin James,Nick Bakay,Columbia Pictures,3,7,0
595,Princesa por accidente,23186769,100,20000000,5.8,Adventure,35684,2011,Thomas Bezucha,PG,7/1/2011,Selena Gomez,Thomas Bezucha,Fox 2000 Pictures,3,7,0
596,Mr. Popper's Penguins,68224452,100,55000000,6.0,Comedy,73019,2011,Mark Waters,PG,6/17/2011,Jim Carrey,Sean Anders,Twentieth Century Fox Film Corporation,3,6,0
597,Kung Fu Panda 2,165249063,90,150000000,7.3,Animation,203107,2011,Jennifer Yuh Nelson,PG,5/26/2011,Jack Black,Jonathan Aibel,DreamWorks,4,5,0
598,Prom,10130219,104,8000000,5.4,Comedy,13474,2011,Joe Nussbaum,PG,4/29/2011,Aimee Teegarden,Katie Wech,Rickshaw Productions,3,4,0
600,Soul Surfer,43853424,112,18000000,7.1,Biography,38348,2011,Sean McNamara,PG,4/8/2011,AnnaSophia Robb,Sean McNamara,Enticing Entertainment,3,4,0
601,Hop,108085305,100,63000000,5.5,Animation,26043,2011,Tim Hill,PG,4/1/2011,Russell Brand,Cinco Paul,Universal Pictures,4,4,0
602,Diary of a Wimpy Kid: Rodrick Rules,52698535,100,21000000,6.6,Comedy,20904,2011,David Bowers,PG,3/25/2011,Zachary Gordon,Gabe Sachs,Fox 2000 Pictures,3,3,0
603,Rango,123477607,107,135000000,7.2,Animation,198267,2011,Gore Verbinski,PG,3/4/2011,Johnny Depp,John Logan,Paramount Pictures,4,3,0
604,Gulliver's Travels,42779261,85,112000000,4.9,Adventure,56336,2010,Rob Letterman,PG,12/25/2010,Jack Black,Joe Stillman,Twentieth Century Fox Film Corporation,3,12,1
605,TRON: Legacy,172062763,100,170000000,6.8,Action,278124,2010,Joseph Kosinski,PG,12/17/2010,Jeff Bridges,Edward Kitsis,The Walt Disney Company,4,12,0
606,Yogi Bear,100246011,100,80000000,4.6,Animation,17533,2010,Eric Brevig,PG,12/17/2010,Dan Aykroyd,J.R. Ventimilia,Warner Bros.,4,12,0
607,The Chronicles of Narnia: The Voyage of the Dawn Treader,104386950,113,155000000,6.3,Adventure,116260,2010,Michael Apted,PG,12/10/2010,Ben Barnes,Christopher Markus,Fox 2000 Pictures,4,12,0
608,Tangled,200821936,100,260000000,7.8,Animation,325621,2010,Nathan Greno,PG,11/24/2010,Mandy Moore,Dan Fogelman,The Walt Disney Company,4,11,0
609,Megamind,148415853,95,130000000,7.3,Animation,188234,2010,Tom McGrath,PG,11/5/2010,Will Ferrell,Alan Schoolcraft,DreamWorks,4,11,0
610,Secretariat,59713955,123,35000000,7.2,Biography,22288,2010,Randall Wallace,PG,10/8/2010,Diane Lane,Mike Rich,The Walt Disney Company,3,10,0
612,You Again,25702053,100,20000000,5.8,Comedy,43588,2010,Andy Fickman,PG,9/24/2010,Kristen Bell,Moe Jelline,Touchstone Pictures,3,9,0
613,Legend of the Guardians: The Owls of Ga'Hoole,55675313,97,80000000,7.0,Animation,69624,2010,Zack Snyder,PG,9/24/2010,Jim Sturgess,John Orloff,Warner Bros.,3,9,0
614,Alpha and Omega,25077977,90,20000000,5.3,Animation,11636,2010,Anthony Bell,PG,9/17/2010,Hayden Panettiere,Chris Denk,Lionsgate,3,9,0
615,Flipped,1752214,100,14000000,7.7,Comedy,67346,2010,Rob Reiner,PG,9/10/2010,Madeline Carroll,Rob Reiner,Castle Rock Entertainment,2,9,0
616,Nanny McPhee Returns,29197642,109,35000000,6.1,Comedy,21695,2010,Susanna White,PG,8/20/2010,Emma Thompson,Emma Thompson,Universal Pictures,3,8,0
